key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
63,11,60,2,12547,1,False,670,520,370,188,4,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
64,11,60,2,12707,1,False,710,550,400,158,19,1,60,0,10663,1,False,710,550,400,543,75,1,60,0,10645,1,False,710,550,400,543,77,1,60,0,10885,1,False,710,550,400,350,47,1,60,0,10981,1,False,710,550,400,350,48,1,60,0,10999,1,False,710,550,400,479,68,1,60,0,11035,1,False,710,550,400,222,28,1,60,0,11894,1,False,710,550,400,253,38,1,60,0
65,12,60,2,12566,1,False,640,500,360,158,6,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
66,12,60,2,10717,1,False,710,550,400,350,48,1,60,0,10745,1,False,710,550,400,479,66,1,60,0,10794,1,False,710,550,400,415,48,1,60,0,10836,1,False,710,550,400,415,48,1,60,0,10871,1,False,710,550,400,479,66,1,60,0,10962,1,False,710,550,400,415,48,1,60,0,11982,1,False,710,550,400,350,39,1,60,0,11992,1,False,710,550,400,415,58,1,60,0
67,13,60,2,12592,1,False,640,500,360,286,8,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
68,13,60,2,10703,1,False,710,550,400,479,66,1,60,0,10766,1,False,710,550,400,479,67,1,60,0,10801,1,False,710,550,400,415,53,1,60,0,10850,1,False,710,550,400,479,67,1,60,0,10913,1,False,710,550,400,479,66,1,60,0,10927,1,False,710,550,400,350,48,1,60,0,11964,1,False,710,550,400,415,58,1,60,0,12005,1,False,710,550,400,350,49,1,60,0
69,14,60,2,12603,1,False,640,500,360,479,6,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
70,14,60,2,10651,1,False,710,550,400,479,67,1,60,0,10657,1,False,710,550,400,479,68,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
71,15,60,2,12892,1,False,670,520,370,173,2,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
72,15,60,2,12854,1,False,710,550,400,407,28,1,60,0,12860,1,False,710,550,400,356,28,1,60,0,12864,1,False,710,550,400,366,34,1,60,0,12868,1,False,710,550,400,500,47,1,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
73,8,60,2,18036,1,False,580,450,320,387,94,1,61,0,18037,1,False,580,450,320,387,94,1,61,0,18041,1,False,530,420,300,447,94,1,61,0,19516,1,False,580,450,320,236,68,1,61,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
74,8,62,2,18193,1,False,660,520,370,363,105,1,62,0,18197,1,False,660,520,370,307,87,1,62,0,19520,1,False,660,520,370,250,59,1,62,0,19522,1,False,660,520,370,250,68,1,62,0,19728,1,False,760,590,420,183,37,1,63,0,19729,1,False,760,590,420,236,55,1,63,0,19730,1,False,760,590,420,289,72,1,63,0,19731,1,False,760,590,420,130,20,1,63,0
75,8,64,2,18348,1,False,840,650,470,323,108,1,64,0,18349,1,False,840,650,470,323,108,1,64,0,18353,1,False,840,650,470,297,98,1,64,0,19537,1,False,920,710,510,211,72,1,65,0,19541,1,False,920,710,510,211,89,1,65,0,19543,1,False,920,710,510,211,71,1,65,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
76,8,66,2,18504,1,False,1000,780,560,290,110,1,66,0,18509,1,False,1000,780,560,290,111,1,66,0,19562,1,False,1090,850,610,200,90,1,67,0,19564,1,False,1090,850,610,200,74,1,67,0,19738,1,False,1090,850,610,155,39,1,67,0,19739,1,False,1090,850,610,200,58,1,67,0,19740,1,False,1090,850,610,245,76,1,67,0,19741,1,False,1090,850,610,110,21,1,67,0
77,9,60,2,18034,1,False,530,420,300,447,83,1,61,0,18035,1,False,530,420,300,447,103,1,61,0,18038,1,False,530,420,300,447,95,1,61,0,18039,1,False,530,420,300,507,112,1,61,0,18046,1,False,530,420,300,447,103,1,61,0,19508,1,False,580,450,320,267,68,1,61,0,19509,1,False,580,450,320,267,68,1,61,0,19514,1,False,580,450,320,267,68,1,61,0
78,9,62,2,18189,1,False,760,590,420,342,96,1,63,0,18190,1,False,760,590,420,395,107,1,63,0,18191,1,False,760,590,420,342,96,1,63,0,19517,1,False,660,520,370,194,53,1,62,0,19519,1,False,660,520,370,250,70,1,62,0,19521,1,False,660,520,370,250,70,1,62,0,19524,1,False,660,520,370,250,70,1,62,0,19526,1,False,660,520,370,250,70,1,62,0
79,9,64,2,18351,1,False,920,710,510,353,126,1,65,0,18352,1,False,920,710,510,306,92,1,65,0,18358,1,False,920,710,510,353,124,1,65,0,19527,1,False,840,650,470,223,72,1,64,0,19530,1,False,840,650,470,273,81,1,64,0,19536,1,False,840,650,470,323,108,1,64,0,19539,1,False,920,710,510,164,54,1,65,0,19542,1,False,920,710,510,211,72,1,65,0
80,9,66,2,18501,1,False,1000,780,560,245,92,1,66,0,18502,1,False,1000,780,560,245,92,1,66,0,18506,1,False,1090,850,610,290,110,1,67,0,19550,1,False,1000,780,560,245,92,1,66,0,19559,1,False,1090,850,610,200,74,1,67,0,19561,1,False,1090,850,610,200,74,1,67,0,19566,1,False,1090,850,610,200,73,1,67,0,19567,1,False,1090,850,610,200,74,1,67,0
81,10,60,2,18048,1,False,530,420,300,267,60,1,61,0,18051,1,False,580,450,320,267,68,1,61,0,18056,1,False,580,450,320,327,85,1,61,0,19513,1,False,580,450,320,267,68,1,61,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
82,10,62,2,18205,1,False,660,520,370,307,87,1,62,0,18209,1,False,760,590,420,236,70,1,63,0,18212,1,False,760,590,420,289,87,1,63,0,18213,1,False,760,590,420,236,70,1,63,0,18216,1,False,660,520,370,250,69,1,62,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
83,10,64,2,18363,1,False,840,650,470,273,90,1,64,0,18365,1,False,840,650,470,323,90,1,64,0,18368,1,False,920,710,510,353,126,1,65,0,18372,1,False,840,650,470,273,89,1,64,0,19533,1,False,920,710,510,258,89,1,65,0,19534,1,False,920,710,510,258,89,1,65,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
84,10,66,2,18516,1,False,1090,850,610,200,73,1,67,0,18517,1,False,1090,850,610,245,92,1,67,0,18519,1,False,1000,780,560,290,110,1,66,0,18524,1,False,1090,850,610,380,146,1,67,0,18531,1,False,1000,780,560,290,110,1,66,0,18545,1,False,1000,780,560,245,92,1,66,0,19554,1,False,1090,850,610,290,102,1,67,0,19555,1,False,1090,850,610,245,92,1,67,0
85,11,60,2,18091,1,False,580,450,320,207,51,1,61,0,18093,1,False,580,450,320,207,51,1,61,0,18097,1,False,580,450,320,207,51,1,61,0,18099,1,False,580,450,320,207,51,1,61,0,18104,1,False,530,420,300,207,51,1,61,0,18106,1,False,530,420,300,147,34,1,61,0,18108,1,False,530,420,300,147,34,1,61,0,18110,1,False,530,420,300,147,34,1,61,0
86,11,62,2,18201,1,False,760,590,420,500,115,1,63,0,18248,1,False,760,590,420,236,70,1,63,0,18250,1,False,760,590,420,236,70,1,63,0,18254,1,False,760,590,420,236,70,1,63,0,18256,1,False,760,590,420,236,70,1,63,0,18257,1,False,660,520,370,194,51,1,62,0,18260,1,False,660,520,370,194,51,1,62,0,18263,1,False,660,520,370,165,52,1,62,0
87,11,64,2,18354,1,False,920,710,510,258,91,1,65,0,18406,1,False,920,710,510,258,89,1,65,0,18407,1,False,920,710,510,258,89,1,65,0,18409,1,False,920,710,510,258,88,1,65,0,18416,1,False,840,650,470,273,89,1,64,0,18418,1,False,840,650,470,223,71,1,64,0,18420,1,False,840,650,470,223,71,1,64,0,19634,1,False,920,710,510,258,62,1,65,0
88,11,66,2,18559,1,False,1090,850,610,245,92,1,67,0,18563,1,False,1090,850,610,245,92,1,67,0,18565,1,False,1090,850,610,200,73,1,67,0,18567,1,False,1090,850,610,200,73,1,67,0,18571,1,False,1000,780,560,245,92,1,66,0,18575,1,False,1000,780,560,155,55,1,66,0,18577,1,False,1000,780,560,155,55,1,66,0,18578,1,False,1000,780,560,155,55,1,66,0
89,12,60,2,18053,1,False,580,450,320,267,68,1,61,0,18060,1,False,530,420,300,207,43,1,61,0,18068,1,False,580,450,320,387,102,1,61,0,18070,1,False,580,450,320,387,102,1,61,0,18090,1,False,530,420,300,207,43,1,61,0,19616,1,False,580,450,320,327,68,1,61,0,19617,1,False,580,450,320,267,54,1,61,0,19619,1,False,580,450,320,267,60,1,61,0
90,12,62,2,18214,1,False,660,520,370,307,88,1,62,0,18219,1,False,660,520,370,307,87,1,62,0,18228,1,False,660,520,370,250,70,1,62,0,18234,1,False,660,520,370,250,70,1,62,0,18239,1,False,760,590,420,342,87,1,63,0,19624,1,False,760,590,420,236,70,1,63,0,19733,1,False,760,590,420,183,53,1,63,0,19736,1,False,760,590,420,130,35,1,63,0
91,12,64,2,18373,1,False,920,710,510,306,107,1,65,0,18375,1,False,840,650,470,273,90,1,64,0,18383,1,False,920,710,510,353,91,1,65,0,18390,1,False,840,650,470,273,89,1,64,0,18393,1,False,840,650,470,273,90,1,64,0,18401,1,False,920,710,510,306,91,1,65,0,19637,1,False,920,710,510,234,61,1,65,0,19641,1,False,920,710,510,258,72,1,65,0
92,12,66,2,18522,1,False,1000,780,560,200,73,1,66,0,18530,1,False,1090,850,610,380,146,1,67,0,18544,1,False,1090,850,610,380,147,1,67,0,18551,1,False,1000,780,560,290,92,1,66,0,18558,1,False,1000,780,560,245,91,1,66,0,19644,1,False,1090,850,610,200,74,1,67,0,19651,1,False,1090,850,610,245,74,1,67,0,19744,1,False,1090,850,610,155,55,1,67,0
93,13,60,2,18064,1,False,530,420,300,327,85,1,61,0,18074,1,False,580,450,320,387,87,1,61,0,18076,1,False,530,420,300,327,85,1,61,0,18082,1,False,530,420,300,387,86,1,61,0,18086,1,False,580,450,320,476,88,1,61,0,19615,1,False,580,450,320,327,85,1,61,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
94,13,62,2,18217,1,False,660,520,370,250,70,1,62,0,18224,1,False,760,590,420,342,105,1,63,0,18230,1,False,760,590,420,289,88,1,63,0,18238,1,False,760,590,420,342,105,1,63,0,18244,1,False,760,590,420,342,105,1,63,0,18246,1,False,660,520,370,194,53,1,62,0,19623,1,False,760,590,420,342,105,1,63,0,19625,1,False,760,590,420,342,105,1,63,0
95,13,64,2,18364,1,False,840,650,470,373,126,1,64,0,18380,1,False,920,710,510,400,143,1,65,0,18388,1,False,840,650,470,423,144,1,64,0,18391,1,False,840,650,470,273,90,1,64,0,18392,1,False,920,710,510,400,144,1,65,0,18400,1,False,840,650,470,423,144,1,64,0,18402,1,False,840,650,470,273,89,1,64,0,19632,1,False,920,710,510,328,72,1,65,0
96,13,66,2,18535,1,False,1000,780,560,267,94,1,66,0,18538,1,False,1090,850,610,380,147,1,67,0,18550,1,False,1090,850,610,380,147,1,67,0,18553,1,False,1000,780,560,267,94,1,66,0,18554,1,False,1090,850,610,380,147,1,67,0,19645,1,False,1090,850,610,245,93,1,67,0,19650,1,False,1090,850,610,245,93,1,67,0,0,0,False,0,0,0,1000,0,0,0,0
97,14,60,2,18043,1,False,580,450,320,447,94,1,61,0,18044,1,False,580,450,320,447,94,1,61,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
98,14,62,2,18199,1,False,660,520,370,307,88,1,62,0,18200,1,False,660,520,370,307,88,1,62,0,19885,1,False,660,520,370,307,46,1,62,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
99,14,64,2,18355,1,False,920,710,510,306,109,1,65,0,18356,1,False,920,710,510,306,101,1,65,0,19882,1,False,840,650,470,273,48,1,64,0,19883,1,False,920,710,510,258,49,1,65,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
100,14,66,2,18511,1,False,1090,850,610,245,92,1,67,0,18512,1,False,1090,850,610,245,92,1,67,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
101,15,60,2,19808,1,False,580,450,320,246,32,1,61,0,19811,1,False,580,450,320,286,20,1,61,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
102,15,62,2,19809,1,False,660,520,370,235,39,1,62,0,19816,1,False,760,590,420,261,42,1,63,0,19822,1,False,760,590,420,143,14,1,63,0,19828,1,False,660,520,370,104,9,1,62,0,19838,1,False,660,520,370,235,32,1,62,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
103,15,64,2,19817,1,False,920,710,510,194,30,1,65,0,19825,1,False,920,710,510,219,48,1,65,0,19831,1,False,920,710,510,234,53,1,65,0,19833,1,False,840,650,470,235,42,1,64,0,19834,1,False,840,650,470,205,34,1,64,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
104,15,66,2,19813,1,False,1090,850,610,215,49,1,67,0,19820,1,False,1090,850,610,222,39,1,67,0,19826,1,False,1000,780,560,215,37,1,66,0,19832,1,False,1000,780,560,211,58,1,66,0,19835,1,False,1090,850,610,218,38,1,67,0,19837,1,False,1000,780,560,218,58,1,66,0,19839,1,False,1000,780,560,215,47,1,66,0,0,0,False,0,0,0,1000,0,0,0,0
105,16,50,4,5126,1,False,370,340,240,56,5,2,50,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
106,16,50,4,5108,1,False,370,340,240,300,12,6,50,3,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
107,16,51,4,5109,1,False,370,340,240,300,12,6,51,0,5162,1,False,370,340,240,300,12,6,52,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
108,16,53,4,12941,1,False,500,450,320,300,13,6,53,0,5112,1,False,500,450,400,300,14,6,54,0,5161,1,False,500,450,400,300,14,6,55,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
109,16,56,4,13761,1,False,500,470,450,45,8,3,56,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
110,16,59,4,13759,1,False,500,470,450,44,9,3,59,0,13760,1,False,500,470,450,44,10,3,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
111,16,56,4,12901,1,False,500,470,450,300,20,7,56,0,5117,1,False,500,470,450,300,20,7,57,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
112,16,58,4,5159,1,False,500,470,450,300,22,7,58,0,12942,1,False,500,470,450,300,22,7,59,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
113,16,60,4,12538,1,False,500,470,450,290,23,7,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
114,16,60,4,12536,1,False,500,470,450,290,23,7,60,1,14148,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
115,16,60,4,12540,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
116,16,60,4,5226,1,False,500,470,450,290,23,7,60,1,5163,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
117,16,60,4,5160,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
118,16,60,4,12945,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
119,16,60,4,14151,1,False,500,470,450,290,23,7,60,1,15646,1,False,500,470,450,290,23,7,60,1,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
120,16,60,4,19910,1,False,500,470,450,44,8,4,60,2,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
121,16,61,4,19871,1,False,500,470,450,42,8,4,61,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
122,16,61,4,19951,1,False,500,470,450,42,8,4,63,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
123,16,66,4,19952,1,False,500,470,450,42,9,4,66,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
124,16,66,4,19954,1,False,500,470,450,40,9,4,68,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
125,16,60,4,19968,1,False,500,470,450,290,12,8,60,2,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
126,16,61,4,19970,1,False,500,470,450,260,13,8,63,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
127,16,66,4,19971,1,False,500,470,450,220,20,8,66,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
128,17,50,4,5384,1,False,370,340,240,56,5,2,50,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
129,17,50,4,12896,1,False,370,340,240,300,12,6,50,3,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
130,17,51,4,12899,1,False,370,340,240,300,12,6,51,0,12877,1,False,500,450,320,300,13,6,52,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
131,17,53,4,12882,1,False,500,450,320,300,13,6,53,0,12943,1,False,500,450,400,300,14,6,54,0,12884,1,False,500,450,400,300,14,6,55,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
132,17,56,4,13764,1,False,500,470,450,45,8,3,56,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
133,17,59,4,13763,1,False,500,470,450,44,9,3,59,0,13762,1,False,500,470,450,44,10,3,60,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0,0,0,False,0,0,0,1000,0,0,0,0
