#,StageFull,Stage,IndexText2,IndexText,IndexNpc,Unknown3,Unknown4,Unknown12,Unknown13,Unknown5,Unknown14,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24
77,"Groundwork for Energization Expansion
**Prepare for upcoming projects.**",Groundwork for Energization Expansion,Projects are currently being scheduled for the energization station's construction. Stand by for upcoming opportunities!,Work on the energization station will commence shortly. We appreciate your patience!,Searchingway,241041,0,0,1451,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
78,"Energization Expansion Underway
**Participate in ongoing projects.**",Energization Expansion Underway,We have commenced construction of the energization station. Hop over and help us out!,Come and help us construct an energization station teeming with power!,Searchingway,241041,0,0,0,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
79,"Groundwork for Hydrofication Expansion
**Prepare for upcoming projects.**",Groundwork for Hydrofication Expansion,Projects are currently being scheduled for the hydrofication station's construction. Stand by for upcoming opportunities!,Work on the hydrofication station will commence shortly. We appreciate your patience!,Searchingway,241042,126,3,1401,168,0,4,9,5,2,3,4,0,0,0,0,0,0,0,0,0,False
80,"Hydrofication Expansion Underway
**Participate in ongoing projects.**",Hydrofication Expansion Underway,We have commenced construction of the hydrofication station. Hop over and help us out!,Come and help us construct an abundant hydrofication station!,Searchingway,241042,0,0,0,168,0,4,9,0,2,3,4,0,0,0,0,0,0,0,0,0,False
81,"Energization & Hydrofication Stations Complete
**Explore at your leisure until the next project.**",Energization & Hydrofication Stations Complete,"Thanks to the efforts of all, the energization and hydrofication stations have been completed. Feel free to explore while we prepare for future projects!","Charge your exotablets, replenish your flasks, and be at ease─our energization and hydrofication stations are complete!",Searchingway,241043,126,4,1402,168,0,5,10,5,2,3,4,0,0,0,0,0,0,0,0,0,False
82,"Preparation for Mech Hangar Alpha Expansion
**Complete stellar missions.**",Preparation for Mech Hangar Alpha Expansion,We are presently gathering materials for upgrades to the mech hangar. Complete stellar missions to assist in our efforts!,Our mechs deserve an upgraded hangar! We ask that contributors procure the necessary materials.,Searchingway,241044,0,0,0,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
83,"Groundwork for Mech Hangar Alpha Expansion
**Prepare for upcoming projects.**",Groundwork for Mech Hangar Alpha Expansion,Projects are currently being scheduled for the mech hangar's renovation. Stand by for upcoming opportunities!,Work on the mech hangar will commence shortly. We appreciate your patience!,Searchingway,241044,0,0,1451,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
84,"Mech Hangar Alpha Expansion Underway
**Participate in ongoing projects.**",Mech Hangar Alpha Expansion Underway,We have commenced renovation of the mech hangar. Hop over and help us out!,Come and help us upgrade our mech hangar and pamper our precious machinery!,Searchingway,241044,0,0,0,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
85,"Mech Hangar Beta Complete
**Explore at your leisure until the next project.**",Mech Hangar Beta Complete,"Thanks to the efforts of all, the mech hangar has been outfitted with helpful upgrades. Feel free to explore while we prepare for future projects!","Have you ever seen a mech smile? Stop by our upgraded hangar, and you might!",Searchingway,241045,126,5,1402,168,0,6,12,5,2,3,4,0,0,0,0,0,0,0,0,0,False
86,"Preparation for Cosmoliner Beta Construction
**Complete stellar missions.**",Preparation for Cosmoliner Beta Construction,We are presently gathering materials for a lengthy extension to the Cosmoliner. Complete stellar missions to assist in our efforts!,Let's extend the Cosmoliner from the northwest to the south! We ask that contributors procure the necessary materials.,Searchingway,241046,0,0,0,168,0,6,13,0,2,3,4,0,0,0,0,0,0,0,0,0,False
87,"Cosmoliner Beta Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Beta Construction Underway,The Cosmoliner is under construction. Please wait until the extension is complete!,The Cosmoliner is currently being extended from the northwest to the south. We appreciate your patience!,Searchingway,241046,0,0,1452,168,0,6,13,0,2,3,4,0,0,0,0,0,0,0,0,0,False
88,"Cosmoliner Floatshore Filigree Complete
**Explore at your leisure until the next project.**",Cosmoliner Floatshore Filigree Complete,The Cosmoliner now extends from the northwest to the south. Feel free to explore while we prepare for future projects!,Ride the Floatshore Filigree to travel from northwestern to southern Phaenna!,Searchingway,241047,126,6,1480,168,0,7,14,6,2,3,4,5,6,7,0,0,0,0,0,0,False
89,"Preparation for Crane Construction
**Complete stellar missions.**",Preparation for Crane Construction,We are presently gathering materials for crane construction in Capsule Chasm. Complete stellar missions to assist in our efforts!,Time to construct a crane in Capsule Chasm! We ask that contributors procure the necessary materials.,Searchingway,241048,0,0,0,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
90,"Groundwork for Upper Crane Construction
**Prepare for upcoming projects.**",Groundwork for Upper Crane Construction,Projects are currently being scheduled for the first phase of crane construction. Stand by for upcoming opportunities!,Work on the Capsule Chasm crane will commence shortly. We appreciate your patience!,Searchingway,241048,0,0,1451,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
91,"Upper Crane Construction Underway
**Participate in ongoing projects.**",Upper Crane Construction Underway,We have commenced upper crane construction in Capsule Chasm. Hop over and help us out!,Come and help us construct the upper segments of Capsule Chasm's magnificent crane!,Searchingway,241048,0,0,0,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
92,"Groundwork for Lower Crane Construction
**Prepare for upcoming projects.**",Groundwork for Lower Crane Construction,Projects are currently being scheduled for the second phase of crane construction. Stand by for upcoming opportunities!,Work on the Capsule Chasm crane will commence shortly. We appreciate your patience!,Searchingway,241049,126,7,1401,168,0,8,16,5,2,3,4,5,6,7,0,0,0,0,0,0,False
93,"Lower Crane Construction Underway
**Participate in ongoing projects.**",Lower Crane Construction Underway,We have commenced lower crane construction in Capsule Chasm. Hop over and help us out!,Come and help us construct the lower segments of Capsule Chasm's magnificent crane!,Searchingway,241049,0,0,0,168,0,8,16,0,2,3,4,5,6,7,0,0,0,0,0,0,False
94,"Appliqué Crane Complete
**Explore at your leisure until the next project.**",Appliqué Crane Complete,"Thanks to the efforts of all, the Appliqué Crane has been completed. Feel free to explore while we prepare for future projects!","Make use of our new Appliqué Crane, and explore the depths of Capsule Chasm!",Searchingway,241050,126,8,1481,168,0,9,17,6,2,3,4,5,6,7,0,0,0,0,0,0,False
95,"Preparation for Cosmoliner Gamma Construction
**Complete stellar missions.**",Preparation for Cosmoliner Gamma Construction,We are presently gathering materials for a Cosmoliner extension into Capsule Chasm. Complete stellar missions to assist in our efforts!,Let's extend the Cosmoliner into Capsule Chasm! We ask that contributors procure the necessary materials.,Searchingway,241051,0,0,0,168,0,9,18,0,2,3,4,5,6,7,0,0,0,0,0,0,False
96,"Cosmoliner Gamma Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Gamma Construction Underway,The Cosmoliner is under construction. Please wait until the Capsule Chasm extension is complete!,The Cosmoliner is currently being extended into Capsule Chasm. We appreciate your patience!,Searchingway,241051,0,0,1452,168,0,9,18,0,2,3,4,5,6,7,0,0,0,0,0,0,False
97,"Cosmoliner Chasmwind Filigree Complete
**Explore at your leisure until the next project.**",Cosmoliner Chasmwind Filigree Complete,The Cosmoliner's extension into Capsule Chasm has been completed. Feel free to explore while we prepare for future projects!,Travel to Capsule Chasm with ease by way of the Chasmwind Filigree!,Searchingway,241052,126,9,1482,168,0,10,19,6,2,3,4,5,6,7,0,0,0,0,0,0,False
98,"Preparation for Beacon Camp Beta Expansion
**Complete stellar missions.**",Preparation for Beacon Camp Beta Expansion,We are presently gathering materials to expand Glassblowers' Beacon. Complete stellar missions to assist in our efforts!,The time is come to expand Glassblowers' Beacon! We ask that contributors procure the necessary materials.,Searchingway,241053,0,0,0,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
99,"Groundwork for Beacon Camp Beta Expansion
**Prepare for upcoming projects.**",Groundwork for Beacon Camp Beta Expansion,Projects are currently being scheduled for Glassblowers' Beacon. Stand by for upcoming opportunities!,Work on Glassblowers' Beacon will commence shortly. We appreciate your patience!,Searchingway,241053,0,0,1451,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
100,"Beacon Camp Beta Expansion Underway
**Participate in ongoing projects.**",Beacon Camp Beta Expansion Underway,We have commenced expansion of Glassblowers' Beacon. Hop over and help us out!,"Come and join us at Glassblowers' Beacon, where we are renovating our remarkable camp into something incredible!",Searchingway,241053,0,0,0,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
101,"Beacon Camp Gamma Complete
**Explore at your leisure until the next project.**",Beacon Camp Gamma Complete,"Thanks to the efforts of all, Glassblowers' Beacon is officially bigger and better than ever. Feel free to explore while we prepare for future projects!",The facilities at Glassblowers' Beacon are more convenient than ever! Enjoy exploring in absolute comfort!,Searchingway,241054,126,10,1483,168,0,11,21,6,1,3,4,5,6,7,0,0,0,0,0,0,False
102,"Preparation for Mech Hangar Beta Expansion
**Complete stellar missions.**",Preparation for Mech Hangar Beta Expansion,We are presently gathering materials for upgrades to the mech hangar. Complete stellar missions to assist in our efforts!,Our mech hangar could do with an upgrade. We ask that contributors procure the necessary materials.,Searchingway,241055,0,0,0,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
103,"Groundwork for Mech Hangar Beta Expansion
**Prepare for upcoming projects.**",Groundwork for Mech Hangar Beta Expansion,Projects are currently being scheduled for the mech hangar's renovation. Stand by for upcoming opportunities!,Work on the mech hangar will commence shortly. We appreciate your patience!,Searchingway,241055,0,0,1451,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
104,"Mech Hangar Beta Expansion Underway
**Participate in ongoing projects.**",Mech Hangar Beta Expansion Underway,We have commenced renovation of the mech hangar. Hop over and help us out!,Help us upgrade the hangar for our hardworking mechs!,Searchingway,241055,0,0,0,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
105,"Mech Hangar Gamma Complete
**Explore at your leisure until the next project.**",Mech Hangar Gamma Complete,"Thanks to the efforts of all, the mech hangar has been outfitted with sophisticated upgrades. Feel free to explore while we prepare for future projects!",Be sure to stop by the upgraded hangar and give our mechanical comrades a pat or a polish!,Searchingway,241056,126,11,1402,168,0,12,23,5,1,3,4,5,6,7,0,0,0,0,0,0,False
106,"Preparation for Cosmoport Maintenance
**Complete stellar missions.**",Preparation for Cosmoport Maintenance,We are presently gathering materials for upgrades to the cosmoport. Complete stellar missions to assist in our efforts!,"If we hope to reach distant stars, we need to upgrade the cosmoport. We ask that contributors procure the necessary materials.",Searchingway,241057,0,0,0,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
107,"Groundwork for Cosmoport Maintenance
**Prepare for upcoming projects.**",Groundwork for Cosmoport Maintenance,Projects are currently being scheduled for the cosmoport's renovation. Stand by for upcoming opportunities!,Work on the cosmoport upgrades will commence shortly. We appreciate your patience!,Searchingway,241057,0,0,1451,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
108,"Cosmoport Maintenance Underway
**Participate in ongoing projects.**",Cosmoport Maintenance Underway,We have commenced renovation of the cosmoport. Hop over and help us out!,Come and help us upgrade our cosmoport to facilitate interstellar travel!,Searchingway,241057,0,0,0,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
109,"Cosmoport Beta Complete
**Explore at your leisure until the next project.**",Cosmoport Beta Complete,"Thanks to the efforts of all, the cosmoport has been outfitted with sophisticated upgrades. Feel free to explore while we prepare for future projects!",Our upgraded cosmoport will open the heavens to new stars and new opportunities!,Searchingway,241058,126,12,1402,168,0,13,25,5,1,3,4,5,6,7,0,0,0,0,0,0,False
110,"Preparation for Power Procurement
**Complete stellar missions.**",Preparation for Power Procurement,We are presently gathering materials for megapower panels. Complete stellar missions to assist in our efforts!,Time to prepare a megapower panel on Phaenna! We ask that contributors procure the necessary materials.,Searchingway,241059,0,0,0,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
111,"Groundwork for Power Procurement
**Prepare for upcoming projects.**",Groundwork for Power Procurement,Projects are currently being scheduled for megapower panel construction. Stand by for upcoming opportunities!,Work on the megapower panel will commence shortly. We appreciate your patience!,Searchingway,241059,0,0,1451,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
112,"Power Procurement Underway
**Participate in ongoing projects.**",Power Procurement Underway,We have commenced construction of a megapower panel. Hop over and help us out!,Come and help us construct a mighty megapower panel capable of mustering massive amounts of power!,Searchingway,241059,0,0,0,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
113,"Groundwork for Additional Power Procurement
**Prepare for upcoming projects.**",Groundwork for Additional Power Procurement,Projects are currently being scheduled for additional megapower panel construction. Stand by for upcoming opportunities!,Work on another megapower panel will commence shortly. We appreciate your patience!,Searchingway,241060,126,13,1401,168,0,14,27,5,1,3,4,5,6,7,0,0,0,0,0,0,False
114,"Additional Power Procurement Underway
**Participate in ongoing projects.**",Additional Power Procurement Underway,We have commenced construction of another megapower panel. Hop over and help us out!,Come and help us construct another mighty megapower panel capable of mustering even more massive amounts of power!,Searchingway,241060,0,0,0,168,0,14,27,0,1,3,4,5,6,7,0,0,0,0,0,0,False
115,"Megapower Panels Complete
**Explore at your leisure until the next project.**",Megapower Panels Complete,"Thanks to the efforts of all, two megapower panels have been completed. Feel free to explore while we prepare for future projects!",Our megapower panels keep our initiative fully charged! Let's keep going and going. And going!,Searchingway,241061,126,14,1402,168,0,15,28,5,1,3,4,5,6,7,0,0,0,0,0,0,False
116,"Preparation for Mobilization Station Construction
**Complete stellar missions.**",Preparation for Mobilization Station Construction,We are presently gathering materials for a mobilization station. Complete stellar missions to assist in our efforts!,We need to build a drone hangar for a special operation. We ask that contributors procure the necessary materials.,Searchingway,241062,0,0,0,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
117,"Groundwork for Mobilization Station Construction
**Prepare for upcoming projects.**",Groundwork for Mobilization Station Construction,Projects are currently being scheduled for mobilization station construction. Stand by for upcoming opportunities!,Work on the mobilization station near Fusingway Vent will commence shortly. We appreciate your patience!,Searchingway,241062,0,0,1451,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
118,"Mobilization Station Construction Underway
**Participate in ongoing projects.**",Mobilization Station Construction Underway,We have commenced construction of a mobilization station. Hop over and help us out!,Come and help us construct a mobilization station for coolant-carrying drones!,Searchingway,241062,0,0,0,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
119,"Groundwork for Chilling-a-Way: Phase One
**Prepare for upcoming projects.**",Groundwork for Chilling-a-Way: Phase One,Projects are currently being scheduled for the first phase of Operation Chilling-a-Way. Stand by for upcoming opportunities!,Phase one of Operation Chilling-a-Way will commence shortly. We appreciate your patience!,Searchingway,241063,126,15,1401,168,0,16,30,5,1,3,4,5,6,7,0,0,0,0,0,0,False
120,"Operation Chilling-a-Way: Phase One Underway
**Participate in ongoing projects.**",Operation Chilling-a-Way: Phase One Underway,We have commenced the first phase of Operation Chilling-a-Way. Hop over and help us out!,Come and help us cool molten glass in Fusingway Vent!,Searchingway,241063,0,0,0,168,0,16,30,0,1,3,4,5,6,7,0,0,0,0,0,0,False
121,"Groundwork for Chilling-a-Way: Phase Two
**Prepare for upcoming projects.**",Groundwork for Chilling-a-Way: Phase Two,Projects are currently being scheduled for the second phase of Operation Chilling-a-Way. Stand by for upcoming opportunities!,Phase two of Operation Chilling-a-Way will commence shortly. We appreciate your patience!,Searchingway,241064,126,16,1401,168,0,17,31,5,1,3,4,5,6,7,0,0,0,0,0,0,False
122,"Operation Chilling-a-Way: Phase Two Underway
**Participate in ongoing projects.**",Operation Chilling-a-Way: Phase Two Underway,We have commenced the second phase of Operation Chilling-a-Way. Hop over and help us out!,Come and help us cool molten glass in Fusingway Vent!,Searchingway,241064,0,0,0,168,0,17,31,0,1,3,4,5,6,7,0,0,0,0,0,0,False
123,"Operation Chilling-a-Way Complete
**Explore at your leisure until the next project.**",Operation Chilling-a-Way Complete,"Thanks to the efforts of all, Fusingway Vent is now accessible. Feel free to explore while we prepare for future projects!",The volatile terrain of Fusingway Vent is now cool enough to traverse!,Searchingway,241065,126,17,1484,168,0,18,32,6,1,3,4,5,6,7,0,0,0,0,0,0,False
124,"Preparation for Cosmoliner Delta Construction
**Complete stellar missions.**",Preparation for Cosmoliner Delta Construction,We are presently gathering materials for a Cosmoliner extension into Fusingway Vent. Complete stellar missions to assist in our efforts!,Let's extend the Cosmoliner into Fusingway Vent! We ask that contributors procure the necessary materials.,Searchingway,241066,0,0,0,168,0,18,33,0,1,3,4,5,6,7,0,0,0,0,0,0,False
125,"Cosmoliner Delta Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Delta Construction Underway,The Cosmoliner is under construction. Please wait until the Fusingway Vent extension is complete!,The Cosmoliner is currently being extended into Fusingway Vent. We appreciate your patience!,Searchingway,241066,0,0,1452,168,0,18,33,0,1,3,4,5,6,7,0,0,0,0,0,0,False
126,"Cosmoliner Ventpipe Filigree Complete
**Explore at your leisure until the next project.**",Cosmoliner Ventpipe Filigree Complete,The Cosmoliner's extension into Fusingway Vent has been completed. Feel free to explore while we prepare for future projects!,The Cosmoliner can now carry you across the entirety of Phaenna! Enjoy hurtling to your heart's content!,Searchingway,241067,126,18,1485,168,0,19,34,6,1,3,4,5,6,7,0,0,0,0,0,0,False
127,"Preparation for Beacon Camp Facility Expansion
**Complete stellar missions.**",Preparation for Beacon Camp Facility Expansion,We are presently gathering materials to improve Glassblowers' Beacon. Complete stellar missions to assist in our efforts!,The time is come to improve upon Glassblowers' Beacon! We ask that contributors procure the necessary materials.,Searchingway,241068,0,0,0,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
128,"Groundwork for Beacon Camp Facility Expansion
**Prepare for upcoming projects.**",Groundwork for Beacon Camp Facility Expansion,Projects are currently being scheduled for improvements to Glassblowers' Beacon. Stand by for upcoming opportunities!,Work on Glassblowers' Beacon will commence shortly. We appreciate your patience!,Searchingway,241068,0,0,1451,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
129,"Beacon Camp Facility Expansion Underway
**Participate in ongoing projects.**",Beacon Camp Facility Expansion Underway,We have commenced construction of a telescope in Glassblowers' Beacon. Hop over and help us out!,"Come and join us at Glassblowers' Beacon, where we are installing an incredible telescope!",Searchingway,241068,0,0,0,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
130,"Phaenna Stellascope Complete
**Prepare for future exploration.**",Phaenna Stellascope Complete,"Thanks to the efforts of all, the Phaenna Stellascope has been completed. Feel free to explore while we prepare for future endeavors!","The Phaenna Stellascope is the crown jewel of Glassblowers' Beacon. Gaze upon its glory, and admire the stars above!",Searchingway,241069,126,19,1486,168,0,20,36,6,1,3,4,5,6,7,0,0,0,0,0,0,False
131,"Phaenna Development Initiative Complete
**Prepare for future exploration.**",Phaenna Development Initiative Complete,"Owing to myriad contributions by artisans like you, we have achieved every last objective outlined for Phaenna. Enjoy a well-earned rest, and stay alert for future updates!","Our work on Phaenna may be complete, but our dreams shine ever brighter. Enjoy your time on this planet of glass as we prepare for future liftoff!",Searchingway,241070,0,0,0,168,0,20,37,0,1,3,4,5,6,7,0,0,0,0,0,0,False
132,"Preparation for Habitation Module Construction
**Complete stellar missions.**",Preparation for Habitation Module Construction,"By constructing a habitation module, we hope to meet the material needs of our valued contributors!",Our contributors deserve their creature comforts─hence the pressing need to construct suitable housing!,Searchingway,241072,0,0,0,170,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,False
133,"Groundwork for Habitation Module Construction
**Report for duty at the designated time.**",Groundwork for Habitation Module Construction,Planning continues apace for the habitation module's construction. Your continued patience is much appreciated!,Please wait while we finalize our plans for a much-needed habitation module!,Searchingway,241072,166,1,1451,170,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,False
134,"Habitation Module Construction Underway
**Participate in ongoing projects.**",Habitation Module Construction Underway,We have commenced construction of the habitation module. Hop over and help us out!,Construction of the habitation module is now underway! Come and lend a paw!,Searchingway,241072,0,0,0,170,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,False
135,"Habitation Module Complete
**Explore at your leisure until the next project.**",Habitation Module Complete,The splendid new habitation module is complete. May the comforts it provides inspire renewed enthusiasm for our research efforts!,The habitation module is ready to welcome residents into its comfortable confines. We hope our contributors enjoy a well-deserved nap!,Searchingway,241073,166,3,1575,170,0,1,3,6,1,0,0,0,0,0,0,0,0,0,0,7,False
136,"Preparation for Cosmoliner Alpha Construction
**Complete stellar missions.**",Preparation for Cosmoliner Alpha Construction,We are presently gathering materials for a centrally located Cosmoliner circuit. Complete stellar missions to assist in our efforts!,A new Cosmoliner circuit will contribute to a significant reduction in aching legs and other afflictions. We are currently collecting materials to realize this goal!,Searchingway,241074,166,4,0,170,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,False
137,"Cosmoliner Alpha Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Alpha Construction Underway,The Cosmoliner is under construction. Please wait until the central site is complete!,The central site of the Cosmoliner is now under construction! Please wait patiently until we have ensured it meets our exacting safety standards.,Searchingway,241074,166,5,1452,170,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,False
138,"Cosmoliner Central Site Complete
**Explore at your leisure until the next project.**",Cosmoliner Central Site Complete,"Thanks to the efforts of all, the Cosmoliner's central site is ready to use. Roam far and wide while we prepare for future projects!","With the completion of the Cosmoliner's central site, the star has never been more accessible. To contributors one and all: our heartfelt thanks!",Searchingway,241075,166,6,1576,170,0,2,4,6,1,0,0,6,3,4,0,0,0,0,0,8,False
139,"Preparation for Essential Station Construction
**Complete stellar missions.**",Preparation for Essential Station Construction,We are presently gathering materials for energization and hydrofication stations. This vital infrastructure will secure our resource needs for the foreseeable future.,Energization and hydrofication stations are essential to our continued success! Contributors are requested to procure the necessary materials.,Searchingway,241076,166,7,0,170,0,3,5,5,1,0,0,6,3,4,0,0,0,0,0,0,True
140,"Groundwork for Energization Station Construction
**Report for duty at the designated time.**",Groundwork for Energization Station Construction,It is with great enthusiasm that we forge on with plans for a brand-new energization station. We hope you are waiting patiently with equal excitement!,Construction of the energization station will soon commence. We look forward to your participation!,Searchingway,241076,166,8,1451,170,0,3,5,5,1,0,0,6,3,4,0,0,0,0,0,0,False
141,"Energization Station Construction Underway
**Participate in ongoing projects.**",Energization Station Construction Underway,We have commenced construction of the energization station. Hop over and help us out!,Come and help us construct an energization station positively pulsing with power!,Searchingway,241076,0,0,0,170,0,3,5,0,1,0,0,6,3,4,0,0,0,0,0,0,False
142,"Groundwork for Hydrofication Station Construction
**Prepare for upcoming projects.**",Groundwork for Hydrofication Station Construction,Our plans for the hydrofication station are all but complete. Please stand by for further updates!,"Before long, we shall have a hydrofication station to marvel at in well-hydrated wonder─but first, our planners must finish their work!",Searchingway,241077,166,10,1577,170,0,4,6,6,1,0,0,6,3,4,0,0,0,0,0,0,False
143,"Hydrofication Station Construction Underway
**Participate in ongoing projects.**",Hydrofication Station Construction Underway,We have commenced construction of the hydrofication station. Hop over and help us out!,Come and help us construct a hydrofication station brimming with life-sustaining liquid!,Searchingway,241077,0,0,0,170,0,4,6,0,1,0,0,6,3,4,0,0,0,0,0,10,False
144,"Energization & Hydrofication Stations Complete
**Explore at your leisure until the next project.**",Energization & Hydrofication Stations Complete,"Thanks to the efforts of all, the energization and hydrofication stations have been completed. Feel free to explore while we prepare for future projects!",Bask in the glory of your accomplishments─and reap the benefits of a newly energized and hydroficated existence!,Searchingway,241078,166,12,1578,170,0,5,7,6,1,0,0,6,3,4,0,0,0,0,0,0,False
145,"Preparation for Gravitational Generation
**Complete stellar missions.**",Preparation for Gravitational Generation,We are planning to construct a gravitationally manipulated boulder bridge that will provide access to Shadefleet─though first we shall need the machinery to do so!,"Sophisticated gravitational technology will hold up the bridge to Shadefleet! To achieve this feat, we are currently procuring the necessary resources.",Searchingway,241079,166,13,0,170,0,6,8,5,1,0,0,6,3,4,0,0,0,0,0,0,True
146,"Groundwork for Gravitational Generation
**Report for duty at the designated time.**",Groundwork for Gravitational Generation,Plans for the construction of gravitational generators are taking shape. We ask that you wait just a little while longer!,Work on the gravitational generators will begin shortly. Stay tuned for further updates!,Searchingway,241079,166,14,1451,170,0,6,8,5,1,0,0,6,3,4,0,0,0,0,0,0,False
147,"Gravitational Generator Construction Underway
**Participate in ongoing projects.**",Gravitational Generator Construction Underway,We have commenced construction of the gravitational generators. Hop over and help us out!,Come and help us construct sophisticated gravitational generators!,Searchingway,241079,0,0,0,170,0,6,8,0,1,0,0,6,3,4,0,0,0,0,0,0,False
148,"Gravitational Generators Complete
**Explore at your leisure until the next project.**",Gravitational Generators Complete,"Thanks to your unceasing efforts, the gravitational generators have been completed. At long last may we begin surveying Shadefleet!",Behold the majesty of gravitational generation─a majesty made possible thanks to our marvelous contributors!,Searchingway,241080,166,16,1579,170,0,7,9,6,1,0,0,6,3,4,0,0,0,0,0,0,False
149,"Preparation for Cosmoliner Beta Construction
**Complete stellar missions.**",Preparation for Cosmoliner Beta Construction,We are presently gathering materials to extend the Cosmoliner into Shadefleet. Complete stellar missions to assist in our efforts!,"It is high time we extended the Cosmoliner into Shadefleet. To that end, we are presently gathering materials!",Searchingway,241081,166,17,0,170,0,7,10,5,1,0,0,6,3,4,0,0,0,0,0,0,False
150,"Cosmoliner Beta Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Beta Construction Underway,The Cosmoliner is under construction. Please wait until the extension into Shadefleet is complete!,The expansion of the Cosmoliner into Shadefleet is now underway! Please wait patiently until the necessary safety checks have been completed.,Searchingway,241081,166,18,1452,170,0,7,10,5,1,0,0,6,3,4,0,0,0,0,0,0,False
151,"Cosmoliner Skyborne Site Complete
**Explore at your leisure until the next project.**",Cosmoliner Skyborne Site Complete,The Cosmoliner's extension into Shadefleet is complete. Feel free to explore while we prepare for future projects!,"With the completion of the Cosmoliner's skyborne site, Shadefleet is now just a short hop away! We thank you all for your cooperation!",Searchingway,241082,166,19,1580,170,0,8,10,6,1,0,0,6,3,4,5,0,0,0,0,0,False
152,"Preparation for Terra Firma Maintenance
**Complete stellar missions.**",Preparation for Terra Firma Maintenance,"To rescue the Euhedron from its lamentable current state, we must first perform essential maintenance on Terra Firma.","The Euhedron may hold the secrets of this star's former inhabitants. To restore the artifact and recover any information it might hold, we must first service Terra Firma's facilities.",Searchingway,241083,166,20,0,170,0,9,11,5,1,0,0,6,3,4,5,0,0,0,0,15,True
153,"Groundwork for Terra Firma Maintenance
**Report for duty at the designated time.**",Groundwork for Terra Firma Maintenance,Planning proceeds apace for the maintenance of Terra Firma. Please await further updates!,The servicing of Terra Firma will commence shortly. Your patience is greatly appreciated!,Searchingway,241083,166,21,1451,170,0,9,11,5,1,0,0,6,3,4,5,0,0,0,0,0,False
154,"Terra Firma Maintenance Underway
**Participate in ongoing projects.**",Terra Firma Maintenance Underway,We have commenced servicing Terra Firma. Hop over and help us out!,Come and help us perform essential maintenance on Terra Firma!,Searchingway,241083,0,0,0,170,0,9,11,0,1,0,0,6,3,4,5,0,0,0,0,0,False
155,"Terra Firma Maintenance Complete
**Explore at your leisure until the next project.**",Terra Firma Maintenance Complete,Terra Firma servicing is complete! We may now turn our attentions to the mysterious crystal that stands amidst its myriad facilities!,We thank all of our contributors for their aid in servicing Terra Firma!,Searchingway,241084,166,23,1581,170,0,10,12,6,2,0,0,6,3,4,5,0,0,0,0,16,False
