#,Name,Unknown0,Description,Unknown1,Unknown2,StartsWithVowel,Unknown3,Unknown4,Unknown5
99,Nidhogg,Nidhogg,L'un des sept grands dragons engendrés par Midgardsormr. Nidhogg et ses sbires dravaniens ont tourmenté le Saint-Siège pendant plus de mille ans dans le conflit sanglant que l'Histoire appelera la “Guerre du chant des dragons”. Le retentissement de son cri déchirant les cieux est capable de semer la peur dans le cœur des plus braves chevaliers.,0,0,0,1,0,1
100,Midgardsormr,Midgardsormr,"“Les humains meurent et leurs descendants oublient, mais nous sommes éternels. Pour nous, le passé et le présent ne font qu'un.”",0,0,0,1,0,1
101,oculus,oculi,"Doté d'un énorme œil globuleux et de membres minuscules, l'oculus se manifeste dans le monde physique en investissant de son essence les organes oculaires des humains morts les yeux ouverts. Bien que les érudits s'accordent pour dire qu'il appartient à un rang peu élevé dans la Hiérarchie du néant, son acuité visuelle et son pouvoir arcanique font de lui une menace à ne pas négliger.",0,0,1,1,0,0
102,archéornis,archéornis,"Cette imposante créature à plumes vit prin­ci­pa­le­ment dans la partie nord du continent d'Aldenard, souvent soumise à l'autorité des dragons les plus puissants. Bien qu'on ait longtemps pensé que l'archéornis appartienne à la famille des oiseaux, il descendrait en fait d'une ancienne espèce de reptile.",0,0,1,1,0,0
103,païssa,païssas,"Découvert sur les îles flottantes de la Mer de nuages, le païssa est un mammifère espiègle caractérisé par son corps allongé recouvert d'une épaisse fourrure et ses grands yeux ronds. Une théorie en vogue chez les naturalistes tend à identifier le païssa comme un proche cousin de l'opo-opo, alors que pour les Vanu Vanu il représente simplement l'idiotie incarnée.",0,0,0,1,0,0
104,dhalmel,dhalmels,Le dhalmel est un mammifère herbivore habitant L'Écume des cieux d'Abalathia. On pense que son long cou ca­rac­té­ris­ti­que s'est développé par besoin d'atteindre les feuilles des arbres des îles voisines. C'est cer­tai­ne­ment la relative rareté du feuillage dans la région qui pousse le dhalmel à se montrer agressif envers toute créature s'introduisant sur son territoire.,0,0,0,1,0,0
105,bandersnatch,bandersnatchs,"Mammifère habitant des forêts, le bandersnatch est un prédateur brutal qui se sert de ses longs crocs incurvés pour arracher la chair de ses proies. Bien qu'il se nourrisse prin­ci­pa­le­ment de chocobos et d'autres créatures forestières, il lui arrive parfois de s'abandonner à une in­con­trô­la­ble soif de sang et de s'attaquer à des dragons bien plus imposants que lui.",0,0,0,1,0,0
106,chenille,chenilles,"Cet insecte corpulent pullule dans l'Arrière-pays dravanien, sa coloration noire et jaune facilement reconnaissable mettant en garde ses prédateurs éventuels contre sa nature venimeuse. Les gourmands curieux sont prévenus : consommer une chenille sans préparation spécifique engendrera assurément des douleurs abdominales aiguës.",0,0,0,1,1,0
107,poroggo,poroggos,"Le poroggo était autrefois un simple crapaud, depuis transformé en une créature douée de raison et de parole grâce à la magie des sages sharlayanais. Son in­tel­li­gence est telle qu'il est même capable d'apprendre des sorts. En revanche, si le poroggo est isolé d'autres créatures sensibles pendant une longue durée, son esprit régresse progressivement jusqu'à son état sauvage.",0,0,0,1,0,0
108,Vedrfolnir,Vedrfolnir,"Engendré par l'illustre Hraesvelgr, Vedrfolnir se démarque de ses tranquilles congénères par son com­por­te­ment agressif. Ce terrible dragon se délecte de combats périlleux et entretient une intense rivalité avec Sombrécaille, un des généraux de la horde de Nidhogg.",0,0,0,1,0,1
109,Regina coeurl,Regina coeurl,"Véritable légende parmi les chasseurs de La Penne, cette matriarche coeurl d'un âge avancé a atteint une taille et une puissance magique ex­cep­tion­nelles. Ses cornes massives lui permettent d'émettre une puissante énergie arcanique dans l'air, et on la dit même capable d'influencer les variations météorologiques. ",0,0,0,1,1,1
110,Maman bombo,Maman bombo,"Maman bombo est un prototype développé par d'ambitieux alchimistes kobolds. La fabrication d'un bombo de cette taille a nécessité un fourneau doté d'un bouclier thermique en cobalt, ainsi qu'un grand courage de la part des alchimistes, qui risquaient de perdre la vie à tout moment dans le souffle d'une explosion. L'arme désormais au point, les Kobolds sont persuadés que le jeu en valait la chandelle.",0,0,0,1,1,1
111,Belladone,Belladone,"Plante carnivore native de l'étendue d'Orn, ce spécimen vorace de flore attire ses victimes potentielles en tordant ses pétales à l'apparence de diverses créatures. Les recherches conduites à l'Arboretum Sainte-Mocianne ont conclu que la meurtrière Belladone est susceptible de s'attaquer à des proies aussi bien bipèdes que quadrupèdes.",0,0,0,1,1,1
112,Echidna,Echidna,"Enfermée à l'intérieur de l'Arche du néant, cette entité maléfique aurait été invoquée par les sorciers de Mhach pour l'utiliser en tant qu'arme stratégique dans leurs conflits interminables. Les érudits conjecturent qu'Echidna est membre de la haute noblesse démonique et occupe l'un des rangs les plus élevés dans la Hiérarchie du néant (pro­ba­ble­ment le second).",0,0,1,1,1,1
113,Pipin Tarupin,Pipin Tarupin,"“Nous aurons tout le temps de discuter de ceci plus tard. Pour le moment, nous devons nous éloigner d'Ul'dah au plus vite.”",0,0,0,1,0,1
114,Julyan Manderville,Julyan Manderville,"“Oh, joli travail ! Je vois que mon fils sait s'entourer d'amis efficaces !”",0,0,0,1,0,1
115,Moglin,Moglin,"“J'ai donc pensé qu'au lieu de vous tourner les pouces en attendant le feu vert, vous pourriez plutôt vous rendre un peu utiles, kuppopo !”",0,0,0,1,0,1
116,Charibert,Charibert,"“Heu­reu­se­ment que Halone guide nos pas... Bientôt, par sa grâce, nous réduirons en poussière tous les animaux de votre espèce, et nos terres cesseront d'être souillées par votre présence !”",0,0,0,1,0,1
117,Roundrox,Roundrox,"“Bshhh... Bshhh... Il y avait plein de machines dans le géant mécanique. Roundrox rêve de vivre dans un endroit comme ça, un jour !♪”",0,0,0,1,1,1
118,Señor Pampa,Señor Pampa,"“Oh ho ho ! Gardez nos secrets et nous garderons les vôtres ! Commencez dès aujourd'hui votre carrière au Gold Saucer des Manderville et faites-vous des amis, de l'argent, et bien d'autres choses encore !”",0,0,0,1,0,1
119,Regula van Hydrus,Regula van Hydrus,"“Approche, héroïne d'Éorzéa ! Montre-moi de quoi tu es faite !”",0,0,0,1,0,1
120,Thordan VII,Thordan VII,"“Nous cherchons à couper à la racine un mal qui dure depuis mille ans, et je suis prêt à donner ma vie pour y parvenir.”",0,0,0,1,0,1
121,Honoroit,Honoroit,"“Désolé de vous mettre à con­tri­bu­tion de manière aussi abrupte, mais il vaut mieux que ce ne soit pas sire Emmanellain qui s'occupe de ces loups fantômes, si vous voyez ce que je veux dire...”",0,0,1,1,0,1
122,Hoary Boulder & Coultenet,Hoary Boulder & Coultenet,"Hoary Boulder : “Rien de tel qu'une bonne bouteille après l'en­traî­ne­ment !”
Coultenet : “Ce n'est pas parce que Moenbryda passe son temps à boire qu'il faut t'y mettre !”",0,0,1,1,0,1
123,brachiosaure,brachiosaures,"Vivant sur les îles du Diadème, cette créature préhistorique est l'un des plus grands dinosaures connus. Sa découverte dans L'Écume des cieux d'Abalathia a suscité d'intenses débats dans la communauté scien­ti­fi­que, qui croyait cette espèce com­plè­te­ment disparue. Le brachiosaure est na­tu­rel­le­ment doué de pouvoirs magiques ex­trê­me­ment puissants, qui lui permettent de déplacer d'immenses rochers et de les faire tomber du ciel tels des météores.",0,0,0,1,0,0
124,Sombrécaille,Sombrécaille,"Engendré par Nidhogg, ce dragon aux écailles noires est l'un des plus redoutables généraux de la horde. Doué d'un caractère belliqueux, il voue une véritable aversion à l'encontre des descendants de Hraesvelgr, qui refusent de prendre part à la guerre qui oppose Dravania à Ishgard. Il entretient une intense rivalité avec Vedrfolnir, contre qui il s'est déjà battu à de nombreuses reprises.",0,0,0,1,0,1
125,Fenrir,Fenrir,"Dompté par Ysayle, la meneuse des hérétiques, ce grand canidé descendant d'une ancienne race de loup polaire s'est vu attribuer le nom de “Fenrir” de par sa ressemblance avec la créature légendaire. Sa fourrure brillante n'est pas sans rappeler l'éclat du clair de lune sur la neige blanche en hiver.",0,0,0,1,0,1
126,Kraken,Kraken,"Ce gigantesque céphalopode est tristement connu pour avoir coulé de nombreux navires. La légende veut que le célèbre pirate Barbe-Brume lui ait donné le corps de ses ennemis en pâture pour ensuite l'utiliser comme chien de garde là où il cachait son trésor. Le Kraken aurait cependant été vaincu par un groupe d'aventuriers plusieurs dizaines d'années plus tard, ce qui l'aurait contraint à fuir son repaire. C'est à ce moment-là qu'il aurait rencontré l'ancien capitaine Madison et “sympathisé” avec lui...",0,0,0,1,0,1
127,adjoint de la Gardienne,adjoints de la Gardienne,"Ce gardien d'un autre temps a été réveillé par mégarde au cours d'une expédition de fouilles archéologiques organisée par Les Bons filons d'Amajina et Fils. Le Temple enseveli de Qarn a été construit pour honorer la déesse Azeyma, et c'est en son nom que cette entité juge et condamne les pillards qui souillent ce lieu sacré. Pour cela, il s'aide de ses deux terribles épées : les Décapiteuses.",0,0,1,1,0,0
128,Molaa Ja Ja,Molaa Ja Ja,"Capitaine et vice-capitaine de la troupe de mercenaires les Squames d'argent. Les Mamool Ja sont un groupe d'hommes-bêtes qui vit es­sen­tiel­le­ment sur les terres sauvages des contrées occidentales. En de rares occasions, il arrive que l'un d'eux naisse avec deux têtes. Ces individus sont généralement doués d'une grande in­tel­li­gence et d'un corps puissant, ce qui en fait de remarquables chefs militaires.",0,0,0,1,0,1
129,Ferdiad,Ferdiad,"Ce démon a été invoqué en ce monde par les mages noirs de l'ancienne cité de Mhach. Exécutant leurs ordres, il a participé aux actions armées contre Amdapor, mais il s'est fait capturer suite à une contre-offensive et enfermé dans une geôle du Château. Les érudits conjecturent que Ferdiad est membre de la basse noblesse démonique et qu'il appartient au troisième rang de la Hiérarchie du néant.",0,0,0,1,0,1
130,Calcabrina,Calcabrina,"Ce pantin magique a été fabriqué par les Sharlayanais dans le but de protéger l'Antitour. Afin de lui conférer son ex­traor­di­nai­re puissance, les archimages de la Cité du savoir ont infusé leurs pouvoirs durant de longues périodes. Mal­heu­reu­se­ment, cette opération a eu pour fâcheuse conséquence d'altérer son apparence physique et de lui donner cette forme terrifiante...",0,0,0,1,1,1
131,Kuribu,Kuribu,"Créée par les mages blancs d'Amdapor, cette statue est la gardienne de la vie dans l'ancienne Cité. Fabriquée selon le même procédé que celui des golems, les cristaux encastrés dans ses mains et son torse font office de cœurs. Kuribu est une arme optimisée pour le combat contre les créatures du néant, ce qui explique pourquoi elle maîtrise autant de sorts de magie blanche.",0,0,0,1,1,1
132,Phlégéthon,Phlégéthon,"Ancien général qui instigua, à la fin de la 3e ère astrale, l'une des révoltes les plus célèbres contre la domination de l'empire d'Allag. Après avoir été capturé par Amon, il a été l'objet d'expériences magismologiques qui firent de lui un esclave soumis et lobotomisé. Certains historiens ont émis la théorie qu'il avait été transformé en sentinelle quasi éternelle afin de dissuader toute future rébellion du peuple allagois.",0,0,0,1,0,1
133,Artoirel,Artoirel,"“La licorne qui orne mon bouclier est le symbole du dévouement des Fortemps envers le peuple d'Ishgard, et je compte bien lui faire honneur.”",0,0,1,1,0,1
134,Emmanellain,Emmanellain,"“C'est un plaisir de vous revoir, Dame Laniaitte. Vous êtes toujours aussi ravissante, telle une rose aux épines d'acier qui resplendit aussi bien sur le champ de bataille que dans une salle de bal.”",0,0,1,1,0,1
135,Xande,Xande,"Fondateur de l'empire d'Allag, Xande est revenu à la vie grâce au génie d'Amon. Souhaitant redonner à l'empire déchu sa gloire passée, le magismologue a exhumé la dépouille de l'ancien monarque de son mausolée, et l'a placée dans un incubateur afin d'en accroître l'énergie vitale. Après l'avoir rendu quasi immortel, une série de clones a été fabriquée pour servir de substitut au véritable empereur en cas de menace.",0,0,0,1,0,1
136,Justicier,Justicier,"Une mystérieuse sentinelle mécanique gardant le Primordial Alexander. Attaqueur est l'élément principal, sur lequel sont assemblés Tourbillonneur, Arnaqueur, Fracasseur et Bagarreur. Bien qu'il soit pratiquement dépourvu d'autonomie, ce formidable robot des temps nouveaux voue une fidélité sans faille à Quickthinx.",0,0,0,1,0,1
137,Sephirot,Sephirot,"Pilier de la Triade guerrière, ce Primordial était autrefois le gardien protecteur d'une tribu d'êtres végétaux qui vivait à Méracydia. Certains érudits émettent l'hypothèse qu'il était à l'origine le premier arbre sacré de ce monde, élevé au rang de divinité par la foi de ses adorateurs. Sephirot possède la capacité de contrôler la croissance des organismes vivants à travers la manipulation de l'éther environnant, une faculté qu'il n'a pas hésité à utiliser sur lui-même pour écraser ses ennemis.",0,0,0,1,0,1
138,F'lhaminn,F'lhaminn,"“Tu n'as plus besoin de ma protection désormais. La petite chenille est devenue un beau papillon plein de vie, et j'en suis heureuse.”",0,0,0,1,1,1
139,Vidofnir,Vidofnir,"Cette vieille dragonne est en quelque sorte la doyenne des descendants de Hraesvelgr. Connue depuis l'époque où les humains et les dragons vivaient en harmonie, elle est aussi surnommée “Blanches ailes” par les Ishgardais en raison de sa beauté ex­cep­tion­nelle.",0,0,0,1,1,1
140,Nuage de Ténèbres,Nuage de Ténèbres,"L'un des êtres les plus puissants qui existent dans le Monde des Ténèbres. Son pouvoir est tel que les spé­cia­listes le classent au premier rang de la Hiérarchie du néant. Ayant conclu un pacte avec l'ancien empereur allagois Xande, le Nuage de Ténèbres projetait d'envahir le monde des humains. Il est fort probable que s'il avait réussi, il aurait absorbé tout l'éther, apportant destruction et anéantissant toute forme de vie.",0,0,0,1,0,0
141,Lolorito Nanarito,Lolorito Nanarito,"“Les hommes et l'argent sont les piliers d'un État, mais sa base doit être un pouvoir fort. Et c'est justement ce qui fait ac­tu­el­le­ment défaut à Ul'dah. Sans un gouvernement stable, il nous est impossible de bâtir quoi que ce soit de durable.”",0,0,0,1,0,1
142,Gibrillont,Gibrillont,"“Écoute-moi bien, ma jolie, le meilleur moyen pour un tavernier de conserver sa clientèle, c'est de savoir garder un secret. Tu ne pourrais pas te biturer l'esprit tranquille si tu savais que tout ce que tu dis risque d'être répété, pas vrai ?”",0,0,0,1,0,1
143,Laniaitte de Haillenarte,Laniaitte de Haillenarte,"“Le camp de Cime-des-nuages a été établi pour envoyer à Ishgard des avertissements suf­fi­sam­ment prompts en cas d'offensive des Dravaniens. La haute altitude de ces îles flottantes est idéale pour cela. Bien sûr, cette position avancée fait aussi de nous une cible de choix pour leurs attaques, mais nous ne sommes pas sans défense. Le Protecteur, notre aéronef le plus moderne et le plus imposant, est capable d'abattre presque n'importe quel dragon.”",0,0,0,1,1,1
144,Rhoswen,Rhoswen,"“Nous, Sirènes san­gui­nai­res, sommes fières de notre longue tradition de piraterie. Nous avons le plus grand mépris pour toutes les formes de contraintes. Mais ce qui nous répugne encore plus, ce sont les prétentieux comme ces chiens de la Horde du kraken que dirige Carvallain ! Ils souillent l'honneur de tous les naufrageurs par leur bassesse !”",0,0,0,1,1,1
145,Carvallain de Gorgagne,Carvallain de Gorgagne,"“Avec du talent, n'importe qui peut faire fortune et élever son rang ici... C'est cette liberté qui fait que j'aime Limsa Lominsa et que je suis devenu le chef de la Horde du kraken. Si le bateau à bord duquel j'étais dans ma jeunesse n'avait pas été attaqué par des pirates, je serais sûrement encore dans mon village au cœur des montagnes, et j'aurais fini à l'Observatoire. Comme quoi certains événements marquent nos vies.”",0,0,0,1,0,1
146,Kal Myhk,Kal Myhk,"“Bon sang, mais comment tu fais !? T'es la première personne qui finit toujours par me retrouver. Enfin, t'as l'air plus attentive que les cailloux avec lesquels je joue d'habitude... Bon, j'ai décidé qu'on pouvait être copains s'tu veux. Moi, c'est Kal Myhk...”",0,0,0,1,0,1
147,waukkeon,waukkeon,Cet énorme sanuwa vit sur la terre sacrée des Vanu Vanu qu'est Nalloncques. Ses écailles sont si humides et brillantes qu'elles pourraient sûrement servir à fabriquer un masque rappelant les nuages de L'Écume des cieux d'Abalathia.,0,0,0,1,0,0
148,Conservateur,Conservateur,"Cette machine autonome a été installée autrefois dans le vaisseau-musée qu'est Le Continuum fractal. Dotée d'un système de distorsion de la réalité, elle était intégrée à une attraction éducative qui permettait de faire ressentir aux visiteurs toute l'ampleur de la technologie allagoise. Elle pouvait également servir d'arme de défense contre les intrus.",0,0,0,1,0,1
149,Barbe-Brume,Barbe-Brume,"“Oui, je suis Barbe-Brume, le légendaire roi des pirates ! J'ai parcouru toutes les mers et amassé plus de trésors que l'on ne peut imaginer ! Il n'est pas de marin dans ce monde qui ne tremble en entendant mon nom ou à la vue de mon masque... car quiconque croise ma route finit au fond de l'océan !”",0,0,0,1,0,1
150,Unéi & Doga,Unéi & Doga,"“Notre seul désir est d'arrêter Xande. C'est la mission que les vrais Doga et Unéi nous ont confiée. Ils savaient quel danger l'ancien empereur représentait pour le monde, et souhaitant empêcher une nouvelle catastrophe, ils ont donné la volonté de se battre aux clones que nous sommes.”",0,0,1,1,0,1
151,Tiamat,Tiamat,"L'un des sept grands dragons engendrés par Midgardsormr. Tiamat s'était installée autrefois avec son frère et compagnon Bahamut sur le continent de Méracydia, où ils donnèrent naissance à une nombreuse progéniture. Toutefois, après que son bien-aimé eut été tué par le belliqueux empire d'Allag, elle choisit de le rappeler à la vie sous la forme d'un Primordial destructeur... une erreur qu'elle doit désormais regretter amèrement pour l'éternité.",0,0,0,1,1,1
152,Calofisteri,Calofisteri,"Cette créature a été placée par les sorciers mhachois au sommet de leur pyramide afin de garder la Clef de voûte, un artefact qui leur permettait de s'assurer les services des êtres du néant. Calofisteri était à l'origine une grande magicienne, qui aurait acquis un pouvoir incommensurable en s'injectant du sang de démon et grâce à un cristal recelant une importante source de mana.",0,0,0,1,1,1
153,Hraesvelgr,Hraesvelgr,"L'un des sept grands dragons engendrés par Midgardsormr. L'histoire d'amour qui a autrefois uni Hraesvelgr à l'humaine Shiva avait permis de rapprocher deux peuples qui jusque-là se livraient farouchement bataille. Hélas, l'amitié entre hommes et dragons fut de courte durée ; l'horrible trahison commise quelque deux cents ans plus tard par ces premiers marqua le début d'une guerre qui devait durer plus d'un millénaire. Par respect pour sa défunte bien-aimée, Hraesvelgr, lui, préféra se tenir à l'écart et vivre dans l'oubli.",0,0,0,1,0,1
154,apkallu,apkallus,"Ces gros oiseaux maritimes sont incapables de voler, mais utilisent leurs ailes comme des nageoires, ce qui leur permet d'évoluer dans l'eau aussi bien que des poissons. Ils se nourrissent ainsi des spécimens qui vivent comme eux autour de l'île de Vylbrand. Ils ont pour particularité de pouvoir réguler leur sécrétion de suc gastrique afin de rapporter des poissons à leur progéniture sans les avoir digérés. Ils sont également capables d'en fabriquer en abondance pour en projeter sur ce qu'ils considèrent comme une menace.",0,0,1,1,0,0
155,colibri,colibris,La nature a doté cet oiseau des îles méridionales d'un bec long pour qu'il puisse accéder au nectar des fleurs. Il semble également apprécier ce qui brille et avale parfois tout ronds les coquillages qui ont le malheur de briller au soleil. On raconte aussi à son sujet qu'avec un peu d'en­traî­ne­ment il serait capable d'imiter les humains et de répéter des phrases apprises par cœur.,0,0,0,1,0,0
156,griffe de mort magitek,griffes de mort magitek,Cette arme magitek n'est autre qu'une griffe de fer allagoise rénovée et améliorée. Son double système d'hélices lui permet de décoller tandis que ses griffes acérées lui permettent aussi bien de transporter des objets que de saisir un ennemi lors d'un combat.,0,0,0,1,1,0
157,flamme liquide,flammes liquides,"Ce sont les alchimistes sharlayanais qui ont accidentellement créé cette entité arcanique alors qu'ils voulaient simplement fabriquer un bombo. Ils avaient entendu dire que les Kobolds en étaient capables et pensaient pouvoir y arriver eux aussi. Cette créature n'était certes pas celle qu'ils pensaient créer, mais ça ne les a pas empêchés de la mettre à leur service.",0,0,0,1,1,0
158,agneau égaré,agneaux égarés,Ces moutons ont été domestiqués par les Hyurgoths à l'époque où Éorzéa était recouverte d'un épais manteau de neige et de glace. Des croisements ont été faits sur plusieurs générations afin d'obtenir toujours plus de laine de la meilleure qualité possible. C'est pour ça qu'il ressemble aujourd'hui à de grosses boules de coton sur pattes. Certains spécimens ont retrouvé leur liberté et vivent à l'état sauvage dans la Noscea et le Coerthas.,0,0,1,1,0,0
159,Mog postier,Mogs postiers,"“Au début, c'était pas rassurant de survoler toutes ces terres inconnues, mais je suis tombé amoureux de la vue de là-haut et j'ai décidé de continuer à livrer le courrier. C'est ainsi que je suis finalement devenu ”postier“, kupo kupo !”",0,0,0,0,0,0
160,colosse magitek,colosses magitek,Cette armure magitek sans pilote est le fruit d'un croisement entre un géant d'acier construit par les Allagois et un fuselage au programme de contrôle imaginé par les Garlemaldais pour leurs avant-gardes magitek. Son apparence humanoïde lui permet de manipuler un large éventail d'armes et d'effectuer toutes sortes de tâches.,0,0,0,1,0,0
161,Strix,Strix,"Cette créature garde la section interdite au sommet de la Grande bibliothèque de Gubal. Tout comme les skate'nes, cette chouette dispose de con­nais­san­ces en magie, mais les siennes sont si vastes qu'elle peut utiliser des sorts bien plus puissants.",0,0,0,1,0,1
162,Tozol Huatotl,Tozol Huatotl,"Le sang des Huatotl coule dans les veines de cette créature, que les Ixali considèrent comme l'un des quatre guides descendus des cieux pour leur montrer le chemin. Il est l'un des rares à pouvoir officier dans leur cérémonie et a déjà tenté d'invoquer Garuda à Xelphatol.",0,0,0,1,0,1
163,Primo-Alexander,Primo-Alexander,Il s'agit du dernier rempart qui protège le cœur du géant mécanique. Il fait d'ailleurs partie des éléments qui y ont accès et peut donc permettre d'en prendre temporairement le contrôle. On raconte à Idyllée qu'il fera s'abattre le Jugement divin d'Alexander sur ceux qui oseront menacer les habitants de la région.,0,0,0,1,0,1
164,"Brendt, Brennan & Bremondt","Brendt, Brennan & Bremondt","“Ah, c'est toi ! J'racontais juste à mes frères la fois où des Amalj'aa m'ont sauvé des lames de cuivre. Dur à croire, je sais, mais c'est la vérité !”
“Tu peux pas imaginer comme je suis fier de t'avoir rencontrée à tes débuts. Dès l'instant où je t'ai vue, j'ai tout de suite su que tu étais vouée à un avenir brillant.”
“Je suis sûr que l'ère qui arrive sera bénéfique pour le commerce comme pour Éorzéa. Je suis content de t'avoir rencontrée, tu sais.”",0,0,0,1,0,1
165,Thancred (Heavensward),Thancred (Heavensward),"“J'ai été obligé de chasser des monstres pour me vêtir et me nourrir, armé uniquement d'un éclat d'obsidienne ! Vous vous rendez compte !?”",0,0,0,1,0,1
166,Y'shtola (Heavensward),Y'shtola (Heavensward),"“Quoi qu'il arrive, nous ne devons pas relâcher nos efforts. Matoya nous a déjà beaucoup aidés, mais elle ne sera pas à nos côtés éter­nel­le­ment. Si nous voulons qu'elle soit fière de nous, nous devons poursuivre son œuvre et lever le voile des apparences qui recouvre la vérité profonde de notre monde.”",0,0,1,1,1,1
167,Nael van Darnus,Nael van Darnus,“Le temps de la purification est proche. Le monde sera purifié de sa souillure par ma lumière sacrée.”,0,0,0,1,0,1
168,Sophia,Sophia,Cette divinité de la Triade guerrière était célébrée dans la cité cosmopolite de Méracydia. La population pensait que sa déesse de la sagesse avait insufflé “équilibre” et “harmonie” dans le cœur des hommes afin que les membres de cette communauté aux multiples visages puissent vivre en paix.,0,0,0,1,1,1
169,opo-opo,opo-opo,"Organisées sous la coupe d'un meneur, ces colonies de singes peuvent compter jusqu'à plusieurs dizaines d'individus et n'occupent que les plus vastes forêts. Leurs pouces opposables sont leurs plus gros atouts. Grâce à eux, ils peuvent se balancer de branche en branche et cueillir les fruits dont ils raffolent. Mal­heu­reu­se­ment, voilà quelques années qu'ils ont pris goût aux haricots et profitent de leur agilité pour piller sans vergogne les récoltes des fermiers.",0,0,1,1,0,0
170,adamankhélone,adamankhélones,"Cette tortue est originaire de l'île proche-orientale de Thavnair. Autrefois absente de celle-ci, cette espèce s'y est établie lors de la 6e ère astrale quand des visiteurs y apportèrent pour un festival une cargaison d'œufs de dodo, avec cachés parmi eux quelques œufs d'adamankhélone. Quant à savoir si leur carapace devrait compter comme une étendue forestière ou non, les naturalistes de Gridania ne sont toujours pas arrivés à un consensus.",0,0,1,1,1,0
171,avant-garde magitek,avant-gardes magitek,"Cette armure magitek sans pilote a été conçue afin de briser les défenses ennemies en étant intégrée aux premières lignes. Portes blindées ou remparts, rien ne lui résiste grâce à sa foreuse en cermet. Elle peut aussi être utilisée en guise de protection lors des assauts et être équipée de plaques de blindage ou sacrifier ces dernières pour maximiser ses capacités offensives. Cette modularité en fait d'elle une arme multifonction que tout soldat garlemaldais rêve d'avoir à ses côtés.",0,0,1,1,1,0
172,vaisseau magitek,vaisseaux magitek,"Cet aéronef militaire garlemaldais de petite taille est spécialisé dans les missions d'attaque au sol et dispose de bras mécaniques utiles dans un large éventail de situations. Il peut aussi transporter du matériel ou une poignée de soldats à l'intérieur de sa cuirasse, faisant de lui un appareil très versatile qui complémente de nombreux bataillons.",0,0,0,1,0,0
173,Abbelina,Abbelina,"“Bienvenue au Gold Saucer. Ici, tous vos rêves peuvent devenir réalité !”",0,0,1,1,1,1
174,scorpion de lave,scorpions de lave,"Les scorpions de lave habitent les piscines de magma du cœur de Sohm Al. Le nombre de ces arachnides, autrefois limité par la magie des dragons, augmente récemment petit à petit, et plus ils grouillent sous la montagne, plus celle-ci se met à gronder.",0,0,0,1,0,0
175,prédateur magitek,prédateurs magitek,"Ce véhicule est le nec plus ultra de l'armure magitek impériale. Les ingénieurs garlemaldais se sont basés sur le modèle éprouvé de la faucheuse magitek et l'ont dotée d'une cuirasse renforcée pour des capacités de combat au corps à corps accrues. De plus, la structure simplifiée de son blindage a permis d'accroître les capacités de production sans aucune concession.",0,0,0,1,0,0
176,armure aérienne magitek,armures aériennes magitek,"Une armure aérienne monoplace. Les armures aériennes magitek comme le juggernaut étaient jusqu'à maintenant pour la plupart imposantes et nécessitaient plusieurs soldats pour les piloter. Cependant, grâce aux avancées technologiques réalisées lors de la conception de la faucheuse magitek, l'empire de Garlemald a rapidement pu lancer la production de ce modèle miniaturisé à la manœuvrabilité accrue. ",0,0,1,1,1,0
177,Le Griffon,Le Griffon,"“Si un humain ne peut résister à la puissance de ces Yeux, alors je suis prêt à me transformer en monstre pour jouir de leur pouvoir !”",0,0,0,1,0,1
178,Roland,Roland,“Vous l'aurez compris : l'oppression n'existe pas ici. Tout le monde est libre. À vous de vous ressourcer dans ce temple du divertissement avant de vous jeter à corps perdu dans les batailles de demain.”,0,0,0,1,0,1
179,Diabolos nihil,Diabolos nihil,"La forme que le démon Diabolos a prise après avoir absorbé la puissance de Scáthach, la Reine des ombres. Enveloppé d'un manteau d'ombre quasi impénétrable, il commande des magies encore plus dévastatrices qui le placent à coup sûr en tête de liste dans la Hiérarchie du néant.",0,0,0,1,0,1
180,arme blindée,armes blindées,"Un des plus gros modèles d'armure magitek blindée. Grâce à la stabilité que lui confèrent ses multiples pattes, ce véhicule est capable de transporter un véritable arsenal tout en conservant sa mobilité. Le poste de commande a la particularité d'être entièrement clos, garantissant ainsi de meilleures chances de survie au pilote.",0,0,1,1,1,0
181,Gigi,Gigi,"“Mais je ne suis qu'un pantin... une vulgaire marionnette. J'ai peur qu'avec cette apparence, vous ne puissiez jamais m'aimer comme un vrai petit garçon.”",0,0,0,1,0,1
182,Zurvan,Zurvan,"Ce pilier de la triade guerrière est vénéré par les centaures du continent austral de Méracydia qui voient en lui un être suprême et éternel, un Dieu parmi les Dieux. Ces hommes-bêtes en ont fait leur divinité tutélaire et invoquent Zurvan sous la forme d'un Primordial violent et démoniaque incarnant la victoire contre leurs envahisseurs.",0,0,0,1,0,1
183,Namazu,Namazu,"Une créature petite et trapue qu'il n'est pas rare de croiser dans les contrées orientales. Elle nage ex­trê­me­ment bien et se nourrit de proies qu'elle pêche au harpon. Elle n'a pas peur de s'approcher des cités peuplées par d'autres races, et certains Namazu se sont même civilisés. Un bon nombre d'entre eux vivent cependant encore à l'état sauvage.",0,0,0,1,0,0
184,Kojin,Kojin,Les Kojin sont des hommes-bêtes aquatiques qui ont élu domicile dans la Mer de Rubis. Ils se nourrissent es­sen­tiel­le­ment des produits qu'ils y trouvent et leurs croyances animistes leur font voir des dieux dans presque toutes les créatures et les objets qui les entourent et qu'ils rassemblent avec ardeur.,0,0,0,1,0,0
